
91,792,1.44204,0.00012,22.2
91,792,1.46165,0.00012,12.4
91,792,1.43709,0.00012,25.4
91,792,1.46551,0.00012,12.2
91,792,10.6138,0.00012,15.3
91,792,2.04951,0.00012,20.0
91,792,2.08477,0.00012,10.7
91,792,3.03984,0.00012,20.2
91,792,2.83903,0.00012,50.0
91,792,1.45592,0.00012,17.1
91,792,1.43632,0.00012,16.1
91,792,1.36659,0.00012,29.2
91,792,1.46304,0.00012,16.1
91,792,1.51134,0.00012,15.1
91,792,1.90011,0.00012,15.1
91,792,2.14511,0.00012,15.5
91,792,6.34209,0.00012,16.4
91,792,2.27132,0.00012,16.1
91,792,4.14039,0.00012,17.7
91,792,2.085,0.00012,16.4
91,792,1.96519,0.00012,16.7
91,792,2.0601,0.00012,16.4
91,792,1.46716,0.00012,13.8
91,792,1.4502,0.00012,16.4
91,792,2.30975,0.00012,20.7
91,792,2.02873,0.00012,20.3
91,792,1.4586,0.00012,14.0
91,792,1.49684,0.00012,13.7
91,792,1.51266,0.00012,16.9
91,792,1.49792,0.00012,13.7
91,792,1.44988,0.00012,16.1
91,792,1.49491,0.00012,17.4
91,792,1.43687,0.00012,14.0
91,792,1.49281,0.00012,14.6
91,792,1.45893,0.00012,17.4
91,792,1.50103,0.00012,15.8
91,792,1.46112,0.00012,12.7
91,792,1.46779,0.00012,17.0
91,792,1.47212,0.00012,15.1
91,792,1.46197,0.00012,13.0
91,792,1.46893,0.00012,12.7
91,792,1.45999,0.00012,14.4
91,792,1.47812,0.00012,13.6
91,792,1.47599,0.00012,14.6
91,792,1.42486,0.00012,16.7
91,792,1.50328,0.00012,16.7
91,792,1.46632,0.00012,12.3
91,792,1.47661,0.00012,18.8
91,792,1.48872,0.00012,18.0
91,792,1.49833,0.00012,12.0
91,792,1.44366,0.00012,21.8
91,792,1.45645,0.00012,18.0
91,792,1.46931,0.00012,12.9
91,792,1.44803,0.00012,12.5
91,792,1.42972,0.00012,16.0
91,792,1.46367,0.00012,12.1
91,792,1.48148,0.00012,13.2
91,792,1.49896,0.00012,15.9
91,792,1.45354,0.00012,15.0
91,792,1.43232,0.00012,15.7
91,792,1.45787,0.00012,11.4
91,792,1.43974,0.00012,17.2
91,792,1.44356,0.00012,15.7
91,792,1.44086,0.00012,13.7
91,792,1.46169,0.00012,16.6
91,792,1.98866,0.00012,16.0
91,792,1.98181,0.00012,8.3
91,792,2.08521,0.00012,15.6
91,792,1.48075,0.00012,15.3
91,792,1.45739,0.00012,13.9
91,792,1.45837,0.00012,12.5
91,792,1.45219,0.00012,14.2
91,792,1.42777,0.00012,20.7
91,792,1.42318,0.00012,18.5
91,792,1.47921,0.00012,13.8
91,792,1.49583,0.00012,13.6
91,792,1.47119,0.00012,16.7
91,792,1.43972,0.00012,14.2
91,792,1.51465,0.00012,15.7
91,792,1.47151,0.00012,14.8
